SKU;DESCRIÇÃO;UNID.
5002043;. IMPRESSORA BEMATECH TERMICA MP 4200 . .;UN
5002097;FITA IMPRESSA 48X100M ACRILICA . .;RL
5002848;CAIXA DERIV MET P/ PERF P/ TOMADA REDONDA UNICA .;PC
5002853;CABO FLEX COB PVC 70G 750V 1X16 PT BB . .;MT
5002854;CABO FLEX COB PVC 70G 750V 1X2,5 PTRL 100 . .;MT
5002868;ADESIVO HENRI CASTELLI FAVORITA PAREDE . .;UN
5002294;DESENGRIPANTE U. . .;PC
5002790;LA DE VIDRO WALLFELT UNICA U;UNI
5002796;FECHADURA AGL ELETROMAGNETICA TRAVA ELETROIMA UNICA U;UNI
5002881;ADESIVO TESTEIRA MAKEUP . .;MT
5002886;ADESIVO DISPLAY CABANINHA . .;UN
5002889;ADESIVO PS NUMERACAO DAS PORTAS E CHAVEIRO . .;UN
5002459;JALECO AZUL PRODUCAO UNICA M/48;UNI
5002464;JALECO BEGE UNICA P/46;UNI
5002522;CHAPA DE PAPELAO CORRUGADO 500X500X500;UN
5002342;GUARDA PO COR VERDE;UN
5002440;MANEQUIM 1PLUS SIZE, 3 INTEIROS, CLAUDIA RAIA UNICA U;UNI
5002969;TONER TN-650 . .;UN
5002692;CEPO 500X500X20MM VERDE U;UN
5002323;ALIMENTACAO CHA . .;UN
5002684;LIXA PARA ACABAMENTO PICOTADA . U;UN
5002710;EXTINTOR BOLA EXTINTORA DE INCENDIO MOCELIN 1.3KG . U;UN
5002718;ARRUELA AJUSTE SEM FIM . .;PC
5002720;BATOQUE M 18X15 . .;PC
5002484;SENSOR DE PRESSAO U. . .;UN
5002485;CARCACA U. . .;UN
5002488;ADAPTADOR U. . .;UN
5002524;CERTIFICADO E-CNPJ A1 RFB 1 ANO . .;UN
5002731;SERPENTINA REFRIGERADOR . .;PC
5002348;ADESIVO PARA VITRINE;UN
5002786;MONTANTE GESSO 70X3000MM UNICA U;UNI
5002792;ESPACADOR . . .;PC
5002799;SOBRE CAPA BANCO CARONA CURVIM . .;UN
5002804;LANTERNA LATERAL LED C/SUPORTE AM . .;UN
5002816;MANTA FIBRA ARAMIDA TA 43  1,7 X 560 X 490 MM C/ BAINHA U;UN
5002938;CABO 3 PARES X 24-50 CCA (VIAS MULTICORES) . .;PC
5002941;ARAME DE ACO INOX 0,90MM 1.000G . .;UN
5002405;CAPA ISOLACAO ESPAGUETE 10,00MM2 1,5KV 130OC;MT
5002296;SENSOR PORTA BAU PLAS. MOD II - MP - CJ SENS . .;PC
5002442;TAMPA ALUMINIO P/ CONDUL P/ 3 INTERR. WETZEL DIVERSAS U;PC
5002478;ALICATE BOMBA D'AGUA . .;UN
5002737;OLEO DIESEL BMW GROUP LL04 5W30 . .;ML
5002386;SACOLA OFF SET 42X33X13,5 - FAVORITA . .;UN
5002678;JOGO CHAVE PHILIPS 1000V UNICA U;UNI
5002309;PINO TE PADRAO . .;UN
5002891;TAMPA DE ENCHIMENTO N SERIE 8/20 . .;UN
5002904;MANTA FIBRA ARAMIDA TA 43  3 X 420 X 590 MM C/ BAINHA U;UN
5002923;PLACA FOTOLUM. ALARME DE INCENDIO 150X200X2MM . .;PC
5002926;LUMINARIA DE EMERGENCIA 1200 LUMENS (2 FAROLETES) . .;PC
5002930;CABO ELETRICO 2X1,5MM . .;M
5002587;CABO FLAT HD UNICA U;UNI
5002671;PRODUTO NCM 33043000 . .;UN
5002314;USO/CONSUMO FILTRO LINHA 6 TOMADA FIOLUX . .;UN
5002420;TABUA PARA CARNE;UN
5002495;ADESIVO DE PAREDE . .;UN
5002434;ABRACADEIRA NYLON 300X4,8MM;CT
5002636;TOMADA MODULO EMBUTIR TORRE C/3 DIVERSAS U;PC
5002766;OLEO 10W40 SEMI-SINTETICO . .;LT
5002767;TAMPA DE VALVULA . .;UN
5003585;CAIXA TERMICA 12L;PC
5003201;CANALETA P/ PISO 60X13X2M . .;PC
5003202;FILTRO DE LINHA 05 TOMADAS BIVOLT . .;UN
5003212;NIPEL C/ ROSCA 1/2 AMANCO . .;UN
5003344;CA50 8,00 MM RETO 12,0M 2,5T . .;KG
5003345;CA50 10,00 MM RETO 12,0M 2,5T . .;KG
5003408;MEDALHA APN 65 - 6,5CMX5,5CM OURO . .;UN
5003411;CANETA QUADRO BRANCO AZUL . .;UN
5003415;TINTA REABASTECEDOR PINCEL ATOMICO AZUL;UN
5003433;CAIXA DE SOBREPOR P/2 MODULOS C/PLACA BR PEZZI . .;PC
5002972;FILTRO PSC88 . .;UN
5003536;JAQUETA IMPERMEAVEL MASCULINA . .;UN
5003539;ACIONADOR DE SIRENES TOK CERTO LII . .;UNI
5003545;BOTON 4,5 CM . .;UN
5003555;BOTAO DE ACIONAMENTO ATUADOR P/CHAVE SEGURANCA . .;PC
5003556;BOTAO DE ACIONAMENTO BOTAO DE EMERGENCIA 1NF VM C/ TRAVA . .;PC
5003560;CABO CABO CONTROLE 6X 1,0MM 500V . .;MT
5003564;FECHO FECHO YALE C/CHAVE C/LINGUETA . .;PC
5003568;MAQUINA PRENSA CABO BSP 3/4 CZ NYLON . .;PC
5003569;CABO CABO FLEXIVEL 2,5MM PT 750V . .;MT
5003575;TELHA 6MM 1,10 X 3,05 . .;UNI
5003578;TIJOLO 8 FUROS 11,5X19X29 . .;UNI
5003330;GARRAFA SQUEEZE ACQUA . U;UN
5003056;CHUMBADOR CBA COM PARAFUSO 3/8 X 3.1/2 . .;UN
5003061;"ELETRODUTO ZINCADO 3/4 S/ ROSCA . .""";UN
5003191;TONER TONER RICOH SP3710DN/DN . .;UN
5003657;CONECTOR ALU BOX CURVO S/R UNICA .;PC
5003675;LAMPADA FLUORESCENTE LED TUBULAR 65W 6500K . .;UN
5003611;ACO ACO PRATA 09,5MM . .;KG
5003612;CHAPA CHAPA FQ 07,93MM - 5/16 . .;KG
5003618;ESCADA DE CORRER 7 DEGRAUS UNICA .;UNI
5003721;FITA BRANCA 12MM COMPATIVEL COM ETIQUETADORA UNICA .;UNI
5003669;AGULHA UY113 90/14 FFG UNICA .;UN
5003676;DEFLETOR VL VM LEITO COMPLETO COM REGULAGEM . .;CJ
5003100;PORCA SEXTAVADA INOX MA 8;CT
5003728;KIT KIT CABIDES SAIA  ACRILICO TRANSPARENTE UNICA .;UNI
5003813;ESPUMA EXPANSIVA 190 ML UNICA .;UNI
5003825;ADAPTADOR ETHERNET USB UNICA .;UNI
5003842;PINCEL 396 X 2 1/2 UNICA .;UNI
5002981;LCD 15.6 PARA NOTEBOOK . .;UNI
5002996;VACINA GRIPE INFLUENZA;UN
5003117;CADERNO UNIVERS. 10 MT C. DURA 200FL PAISAGEM PANAME;UN
5003290;SAPATO ELASTICO C/ BIQ. COMPOSITE CONFORTO PRETO 38;UNI
5003294;SAPATO ELASTICO C/ BIQ. COMPOSITE CONFORTO PRETO 42;UNI
5003079;BUCHA RED PPR AZUL 50X32 TF . .;UNI
5003267;OLEO DIFERENCIAL 85W140 . .;LT
5003495;MUDA DE PONCA . .;UN
5003579;DIESEL COMUM . .;LT
5003583;LIXA P/ MASSA E MADEIRA . .;UNI
5003491;NOBREAK ATTIV 700VA -220V . .;UNI
5003703;VARETA OLEO BIZ E CG . .;UN
5003789;PORCA LOSANGULAR 1/4 S/MOLA UNICA .;PC
5003469;PINCEL ROMA 140-20 . .;UN
5003472;PARAFUSO P/ LAV. C/B 8 LATONADO . .;UN
5003475;MANGUEIRA ENTRADA TANQUINHO AFA . .;UN
5003482;CONJUNTO TAMPA C/PORTA GRELHA QUADRADA 250MM . .;UN
5003484;PORCA SEXTAVADA 5/16 (200PC) . .;UN
5003486;PARAFUSO FE RED.FS WW 5/16X3 ZB . .;UN
5003588;PORTA COM VISOR 0,82X2,11 COMPLETA . .;UN
5003490;EMBALAGEM PLASTICA 22X50X0,05 UNICA U;ML
5003614;CHIP SIM CARD 4G P60 . .;UN
5003625;CORREIA GALONEIRA CILINDRICA SIRUBA C007JD MS16J . .;UN
5003658;BRINDES FIM DE ANO;UN
5003030;PARALAMA MEIO PARALAMA TRUCK . .;UN
5003355;JOELHO ESG.SECUN. 90X40MM KRONA . .;UN
5003457;SACO ALVEJADO BRANCO 48X76CM DANTEX;UN
5003693;GORRO DO PAPAI NOEL EM FELTRO;UN
5003781;CONECTOR PARAFUSO FENDIDO 095MM2 . .;PC
5003727;CARRINHO COM RODINHAS CESTINHA MERCADO UNICA .;UNI
5003829;NIVELADOR DE PISO UNICA .;UNI
5003740;TINTA POLLYPLUS EMBORRACHADA PRATA UNICA .;LT
5003741;TINTA S/B CINZA FECHADO UNICA U;LT
5003742;TINTA POLLYPLUS S/B CINZA FECHADO UNICA .;LT
5003749;LIXA P/ FERRO 120 UNICA .;UNI
5003013;TOMADA EMBUTIDA 2P T 10A 250V BR C/PLC MY X . .;PC
5003958;PROLONGADOR 3MT P/ PINTURA 3000 UNICA .;UN
5003961;BROXA GRANDE 18X8 UNICA .;UN
5004296;NIPLE ROSCAVEL 3/4 KRONA . .;PC
5003903;CABO INDUSFLEX 2,50 MM2 AZUL UNICA .;MT
5003904;CABO INDUSFLEX 2,5 MM2 PRETO 450/750V UNICA .;MT
5003908;CABO INDUSFLEX 4,00 MM2 PRETO 450/750V UNICA .;UNI
5003939;TUBO ISOLANTE POLIETILENO 1/4 6MM UNICA .;PC
5003944;TUBO ISOLANTE POLIETILENO 1/2 12MM UNICA .;PC
5003866;MODULO COMUNICACAO ALARME ME04 V2 31804 UNICA .;PE
5003110;BARRA COBRE RETANG 9,53X318MM . .;M
5003933;COLHER SOBREMESA C/ 50 UN . .;PC
5003257;PREGO 17X27 2 CABECAS . .;UNI
5003888;EMENDA U PERFURADA GALVANIZADA100X50MM UNICA .;UNI
5003890;CURVA 90 G VERTICAL LISA UNICA .;UNI
5003891;ELETRODUTO LEVE GALVANIZADO PAR 0,65 A 0,80 3MT UNICA .;UNI
5003896;CABO ACO GALVANIZADO UNICA .;MT
5003623;DEFLETOR AR CONDICIONADO 100CM ACRILICO UNICA .;UNI
5003994;CAMISETA CRISDU LABS . G/L;UN
5003997;BABY LOOK CRISDU LABS . G/L;UN
5003810;COMPRESSOR PANASONIC SCROLL 60000 BTUS UNICA .;UNI
5003385;PORCA SEXTAVADA ACO M10 1,5 BICROM;CT
5003392;MANGUEIRA HIDRO LAVADORA HYLIK HJET 1/4 - 2610PSI;MT
5003393;CAPA 1 TR - R7 1/4;PC
5004209;CONDULETE TIPO XPW 3/4 PVC BRANCO VICAP . .;PC
5004676;PRODUTO PRODUTO NCM 60062200 . .;UN
5004302;CHAVE FENDA 3/16X5 CRV ISOLADA UNICA .;UNI
5004448;SANITIZANTE AUTOMOTIVO ASSEP 100ML . .;UN
5005121;FITA FILETE 9MMX50M . .;UN
5004238;CA50 12,50 MM RETO  12,0 M  FX X 2500KG UNICA .;BR
5004239;CA60 5,00 NERV RETO 12,0 M FX 2000G UNICA .;KG
5004292;LINHA MONOFILAMENTO 500 MTS 0,43MM UNICA .;UNI
5004613;"SUPORTE FIXO 14 A 84"" UNICA .""";PC
5004619;CARTUCHO HP CE255A/55A/LASERJET P3010 . .;UN
5004127;IMPRESSORA PORTATIL K329 BLUETOOTH . .;UN
5004282;PLACA NEOPRENE CRU .;UN
5004585;LUVA PARA ELETRODUTO ALU S/R 3/4 UNICA .;PC
5004589;PLUGUE MACHO SIMPLES AXIAL 2P 10A UNICA .;PC
5004857;PARAFUSO FIXO CH PH 4X40 MM UNICA .;PC
5004338;PRODUTO NCM 39232190 . .;UN
5004434;MOBILJET OIL II AIRCRAFT TYPE TURBINE LUBRIFICANT . .;LT
5004658;MICROONDAS MIDEA 27L 220V U U;UNI
5004823;BALDE GALAO 20L . .;UN
5004066;LIXEIRA INOX COM PEDAL 20 LITROS UNICA .;UNI
5004594;SENSOR ATIVO IVA 5015 DIGITAL U U;UNI
5004751;SELANTE PU 400GR UNICA .;PC
5004752;CONECTOR SINDAL 6MM2 UNICA .;PC
5004757;REFLETOR LED 10W 6500K UNICA .;PC
5004758;ABRACADEIRA PLASTICA 40 CM UNICA .;PC
5004763;PARAFUSO FIXO CH  PH 4X40MM UNICA .;PC
5004804;BALAO NUMERO 9 AZUL CLARO C/ 50 UN . .;PA
5004923;FORNO ELETRICO 44L GRILL 16 FISCHER . .;PC
5004927;BATEDEIRA CADENCE PRETA 220V . .;PC
5005106;TINTA PRETO CADILLAC PU 350 . .;LT
5005108;ADITIVO FLEXIBILIZANTE 900ML PPG . .;LA
5004977;CONECTOR METAL . .;UN
5004980;ACESSORIOS STROBE . .;UN
5004390;PRODUTO NCM 61082200 . .;UN
5004392;PRODUTO NCM 40029990 . .;UN
5004398;PRODUTO NCM 34011900 . .;UN
5005069;"ROLDANA V"" 60MM- C/ SUPORTE U U""";PC
5004109;PARAFUSO FIXO 6X50 MM . .;PC
5004829;PORTA ALVARA CNPJ VERT. 215X302 . .;UN
5004882;LUMINARIA LED SOBREPOR QUAD 24W 6500K UNICA .;PC
5004481;TP P/ CONDU ALU S/P CEGA U U;UNI
5004387;CONTROLADOR EST FATOR POT TRIF 220V U U;UNI
5004438;PATCH CORD CAT5E 1.5M VERDE VERDE .;UNI
5004553;LIXEIRA PLASTICA C/ PEDAL 20 LITROS . .;UN
5005342;VENTOINHA EBERLE 063 UNICA .;UN
5005346;ROLAMENTO 6201 DDU C3 UNICA .;UNI
5005404;TEE PPR 32MM AZUL U U;PC
5005415;CHAVE ALLEN CABO T 3,0MM U U;PC
5004460;COMBUSTIVEL SHELL JET A GRANEL . .;L
5004491;CADEIRA BISTRO U U;UNI
5004512;SIRENE INTELBRAS 105DB SIR 1000 . .;PE
5004929;PORTA BANNER U. . .;UN
5004937;URNA PEQUENA ACRILICO . .;UN
5004947;BARRA CEREAIS MOR CHOC BCO U U;UNI
5004530;ROLINHO UMEDECER U U;UNI
5004149;RECEPTORA CONTROLE 433 MHZ SRX 202 UNICA .;UNI
5004961;CABO COBRE ISOLADO 90G 0,6/1KVA  1X10,00MM2 UNICA .;UNI
5005211;FITA CREPE 15 X 50 M . .;UN
5005239;FAIXA REFLETIVA U. . .;PC
5004468;FOGAO ELETRICO DE MESA 2 BOCAS U U;UNI
5004574;TELA FOTOLITOS . .;UN
5005314;CONTROLE REMOTO VISONIC . .;UN
5005365;ADAPTADOR HUB PARA MACBOOK PRO AIR M1 8 EM 1USB-C U U;29
5005423;REGULADOR DE PRESSAO 1/4 U U;PC
5004170;FOLHA A4 210 X 297 BRANCA PCTE 500 FLS . .;PA
5004204;TAMPA PARA CONDU PVC 2RJ 45 1/2 E 3/4 BR UNICA .;PC
5004365;FOLHA A4 210 X 297 PACOTE 500 FOLHAS CHAMEX AMARELO .;PA
5004346;MANDRIL 1,5 A 13MM  1/2X20 ROSCA COM CHAVE UNICA .;UNI
5004377;ETIQUETA ADESIVA GRADE BRANCO EGG/XXL;UN
5005406;BROCA SERRA COPO DIAMANTADA 50MM U U;29
5004177;RACK 9UX480MM PRETO UNICA .;PC
5004431;SAPATO ELAST BIDENS F-SEG PRETO 42;PR
5004433;SAPATO ELAST BIDENS F-SEG PRETO 44;PR
5005229;CARREGADOR VEICULAR DUPLO TURBO 40W USB U U;UNI
5005394;TEE PPR 32MM AZUL U U;PC
5005397;PLUGUE MACHO 2P T 20A CINZA U U;UN
5005320;CALCADOR PARA GALONEIRA INDUSTRIAL COM GUIA - 6.4 U U;29
5005329;MANOMENTRO INOX 1.0 MPA U U;PC
5005331;PERA . U U;PC
5005334;BUCHA PARA EXTINTOR U U;UNI
5004643;TUBO ISOLANTE POLIETILENO BLINDADO INVE 3/8 U U;PC
5004800;CURVA P/ ELETRODU GF 90G C/R U U;PC
5004121;BLOCO ADESIVO 76X102 AMARELO 100 FOLHAS . .;UN
5004941;FITA LARGA TRANSPARENTE 45MM X 45M . .;UN
5005145;ROTEADOR GREATEK AC1200 . .;UN
5005149;GESSO 1KG . .;KG
5004160;BOIA PLASTICA 3/4 UNICA .;UNI
5004023;DERIVACAO PZ SIMPLES P PERFIL 38X38 MM UNICA .;PC
5004024;EMENDA PZ PERFURADA P/PERFIL 38X38MM UNICA .;PC
5004035;CABO FLEX COBRE PVC 70GR 750V 1X1,5 UNICA .;MT
5004082;TORNEIRA COZINHA MESA GOURMET UNICA .;UN
5004595;ROLAMENTO DO CALCADOR JACK 1900B - B09006 . .;UN
5004629;ELEMENTO FILTRO AR  85 X 150 X 125 SIMILLA UNICA .;UNI
5004322;PINO FINE 25MM .;MH
5004057;PENDRIVE TWIST PRETO 8 GB UNICA .;UNI
5004058;ACIONADOR DIPONTO DPSIN UNICA .;UNI
5004095;TECLADO LOGITECH UNICA .;UNI
5004633;APLICADOR DE SILICONE CENTRALSUL . .;UN
5005081;CESTA CARNE TEMP CONG DE SUINO S/ OSSO - LOMBO . .;CX
5005085;GRAMPO CABO . .;EA
5005093;TAG 2,9X8,9 CM - DREAMS PIJAMA - FACA 1240 . .;UN
5004892;TELHA ONDULADA  0,50MMX7500 UNICA .;PC
5004899;CHAVE ALLEN CURTA 6.00MM UNICA .;PC
5004598;BIELA DO LUPER FLAT SIRUBA D007R - P8-7 . .;UN
5004074;BARRA DE CEREAIS RITTER MORANGO/CHOCOLATE UNICA .;CX
5004174;GRAVADOR DIGITAL DE VIDEO IMHDX 3008 UNICA .;UNI
5004503;ETIQUETA ADESIVA BRANCA 33X23MM . .;MH
5004542;MONITOR AOC 23.8 LED FULL HD U U;UNI
5004543;FLASH PARA ESTUDIO FOTOGRAFICO SK300II 220V U U;UNI
5004622;CORTINA DE AR C/ CONTROLE U U;UNI
5005258;PEN DRIVE 16GB CRUZER BLADE SANDISK USB 2.0, PRETO U U;29
5005259;CABO DE REDE CFTV 305 METROS 4 PARES ELGIN U U;29
5005309;ESTANHO ROLO 1,0MM 60X40 - 125G AZUL U;PC
5004687;MANEQUIM INFANTIL U U;UNI
5004820;SMARTPHONE MOTO G22 128GB AZUL U U;UNI
5004506;BEBEDOURO MESA DE AGUA MINERALLE 127V UNICA .;UNI
5005330;CESTO REF. 1.00 MT S/PE . .;UN
5004849;VENTILADOR BRITANIA VENTUS TURBO 40CM 220V U U;UNI
5005001;ESPELHO CONDULETE P/1 TECLA SEM BORRACHA UNICA .;PC
5005256;PLACA FTLM LUXNORTE 20X15 - LA 12 . .;UN
5005265;BOTINA DE PROTEAO ELAST. B/PLAST.BI CRIVAL U U;PAR
5005281;LUVA TAIL VOLK C.A U XL;PAR
5005091;KIT DE BOTOES . .;EA
5004964;PRODUTO NCM 61091000 . .;PC
5005358;TUBO PA6 8MM X 1,00 NATURAL U U;M
5004320;ANILHA COM 100 PECAS U U;UN
5005176;RESPIRADOR PFF2 C/ VAL CA43742 U U;PC
5005177;SAPATO ELASTICO S/ BIQUEIRA U 36;PR
5005178;SAPATO ELASTICO S/ BIQUEIRA U 37;PR
5005180;SAPATO ELASTICO S/ BIQUEIRA U 39;PR
5004290;PASTA ABA PLASTICA CRISTAL . .;UN
5004417;PRESILHA ENFORCA GATO C/ 3 TAMANHOS U U;UNI
5005369;LAMPADA LED TKL 280 50W 6500K U U;PC
5005370;LUMINARIA SPOT LED EMB.RED. 5W 6500W MR16 U U;PC
5004221;AGULHA VO-LC 70.41 G09 . .;UN
5004709;BOTINA DE PROTEAO C/ BICO COMPOSITE PRETO 39;PR
5004714;BOTINA DE PROTEAO C/ BICO COMPOSITE PRETO 44;PR
5004045;PAPEL REPORT PREMIUM 210MX297M . .;CX
5004652;FLIP CHART BRANCO 180CM MAD PINUS U U;UNI
5005824;LUVA GALV PESADA 3/4 UNICA .;PC
5005731;CONEXAO INSTANTANEA PU- RETA 1/4X8 U U;PC
5005814;PINCA VACUO HV - 4 VENTOSAS U U;1
5006065;CHAVE ALLEN 3/32 - 2,38MM U U;PC
5005673;PONTA DE PROVA GROSSA MINIPA MTL U U;JG
5005692;FIO FLEXIVEL 01,0MM2 VERMELHO U U;MT
5006090;PONTO DE ACESSO TP-LINK WIRELESS AC1750 MONTAV U U;1
5005906;TERMOMETRO DE VARETA DIGITAL PORTATIL MV 363 MINIPA U U;1
5005536;BARRAMENTO DISTR TRILHO DIN VERDE TERRA 6 FUROS U U;PC
5005978;SAIDA PZ HORI EL P/ ELETRODU 3/4 U U;UN
5005979;ELETRODUTO PZ S/R LEVE III 3/4 S/L P0,60 U U;PC
5006471;TAMPAO 3/4 GALVANIZADO FEMEA U U;PC
5005558;FIBRA F8 SM 04F LSZH 9/125 FIT UNICA .;UN
5005457;REPARO PARA TRAVA PORTA BYPASS RICOH MP161/171/ . .;UN
5005545;TERMINAL PRESSAO TUBO 2X4,00MM2 CINZA U U;PC
5005548;ESPELHO CONDULETE P/ 3 TECLAS S/ PINTURA U U;PC
5005609;ALICATE WATTIMETRO DIGITAL CAT IV 300V U U;29
5005610;LUVA PU TAMANHO 9 U U;29
5005612;FITA ISOLANTE 5 MT U U;29
5006478;ENGATE RAPIDO 1/2 NORMAL U U;PC
5005742;JOGO DE NAVALHA MAQ FLAT U U;UN
5005638;PRESSURIZADOR DE AGUA TP 825 G2 BIVOLT KOMECO U U;PC
5006360;INTERRUPTOR EMBUTIR 2 TECLAS SIMPLES HORIZONTAL CNZ U U;PC
5006362;PAINEL LED SOBREPOR 24W ALUMINIO QUADRADO U U;PC
5006366;ADESIVO FRASCO P/TUBOS E CONEXOES PVC U U;PC
5006126;GUIA DE CABOS ALTA DENSIDADE 1UX19 80MM U U;1
5006546;VENTOINHA WEG 080 FURO 15MM U U;UN
5006013;CONDUITE ALU MULTIPLO X 1/2 E 3/4 S/P S/ TP U U;PC
5006014;ABRACADEIRA METAL TP D COM PARAFUS 1 1/2 U U;PC
5006141;ESTRIBO ESTRIBO UNICA .;UNI
5006148;BARRA CEREAL NUTRY BANANA E MEL U U;UN
5006165;CORTADOR DE TUBOS 64MM VONDER U U;PC
5006271;BOTINA B/PLAST BI FORTLINE CA 48026 U 41;PR
5006297;FLANGE ACO DIRETOR C/RELAX ESTRUT PRETA U U;1
5006387;KIT NR 12 U U;UN
5006474;PURGADOR ELETRONICO 1/2 REGISTRO E FILTRO U U;PC
5006614;BOINA PAR POLIMENTO LA 8 ECCOFER U U;PC
5005519;CONTATO INF M22-K01 EATON U U;PC
5005524;BASE FRONTAL P BOTAO M22-D-X U U;PC
5005528;CABO PP 4X0,5 MM U U;M
5005687;SUPORTE PARA SERRA COPO 9/16 U U;PC
5005854;PORCA SEXTAVADA ZINCADA 3/8 U U;PC
5006523;PRODUTO NCM 48194000 . .;UN
5005659;PNEU FIRESTONE 275/80 PNEU FIRESTONE 275/80 . U;UN
5006174;PARAFUSO AUTO TRAVANTE 1/4X1/2 U U;PC
5006205;MACARICO MANUAL AUTOMATICO PORTATIL U U;UN
5006463;TAPETE CARRO . .;JG
5006623;FIXADOR AUTO-ADESIVO FRONTEC NAT 28X28X6MM U U;UN
5005781;CHOCOLATE VENDIN P/ VENDING MACHINE U U;1
5005849;PARAFUSO PHILLIPS CHIPBOARD PH 5,5X50 U U;PC
5005810;LUMINARIA LED EXD ARTICULADA 50W BIVOLT UNICA .;PC
5005821;CONDULETE ALUMINIO EXD TIPO T 3/4 UNICA .;PC
5005575;TE SOLDAVEL BUCHA LT 25MMX1/2 UNICA .;PC
5005718;ADESIVO TEKBOND 793 INSTANTANEO U U;PC
5005722;TINTA SPRAY TEKBOND BRANCO FOSCO U U;PC
5005695;RT CR 40CM 5 ESF. U U;PC
5006588;ANEL ANEL DE VEDACAO . .;UN
5006580;PARAFUSO CHIP CB 4,5X40MM U U;CT
5005651;CABO FLEXIVEL COBRE PVC 70GR 750V 1X1MM PRETO UNICA .;MT
5006303;BOTINA ELASTICO S/BIQ. CONFORTO CA 45281 U 50;PR
5006306;BOTINA ELASTICO S/BIQ. CONFORTO CA 45281 U 18;PR
5006315;BOTINA ELASTICO S/BIQ. CONFORTO CA 45281 U 10;PR
5006327;BOTINA ELASTICO S/BIQ. CONFORTO CA 45281 U 35;PR
5006331;BOTINA ELASTICO S/BIQ. CONFORTO CA 45281 U 31;PR
5005442;SOLVENTE 220 - SERIGRAFIA . .;LT
5005869;PRODUTO NCM 62089100 . .;UN
5006016;ADESIVO EM PS 2MM . .;UN
5005621;OCULOS SOBREPOR INCOLOR VALEPLAST CA 40186 U U;29
5006342;CINTO ERGONOMICO DYSTRAY U XXL;PC
5006350;CONDULETE PVC MULTIPLO 6 SAIDAS 1/2- 3/4 S/ROSCA U U;PC
5006585;PERDAS RB HFP PERDAS RB HFP . .;KWH
5005955;BOTINA B/PLAST FOX CA 47299 U U;PAR
5006429;PRESILHA PARA CABIDE CRISTAL PLUS - 50 UNIDADES U U;1
5006099;SAPATO PRETO 35 U U;PAR
5006048;PARAFUSO FIX CH PH 5X70 MM BC U U;PC
5006345;FITA PVC ISOLANTE 18MMX20M U U;PC
5006612;CINTA PERFURADA DE ACO 18MM U U;M
5006613;LUVA FIBRA DE VIDRO E POLIETILENO U U;PAR
5006551;ROLAMENTO ROLAMENTO DA BASE . .;UN
5006552;ROLAMENTO ROLAMENTO DE CARGA . .;UN
5005931;UNHAS DO ROLO FUSOR MP301 . .;UNI
5006073;BANDEJA FIXACAO 4 PONTOS 1UX400MM U U;PC
5006243;GARRAFA TERMICA 1 LITRO TERMOLAR MAGIC PUMP U U;1
5006244;TORNEIRA DA CAFETEIRA AUTOMATICA DE 2LT U U;PC
5005567;KISAFIX EXTRA 14KG U U;LT
5005568;ABRACADEIRA METAL COMUM 3/4 UNICA .;PC
5005647;ENGATE INOX FLEXIVEL 1/2  60CM UNICA .;PC
5005769;TERMINAL PRE ISOLANTES UNICA .;PC
5005922;CABO PARAL COB PVC 300V 2X1 PT RL100 U U;MT
5006259;RELE TERMICO 1,2-1,8A U U;PC
5006439;PLACA CONTROLADORA PCB RICOH M 320F . .;UN
5005663;PO BRITA UNICA .;UN
5006370;GAS REFRIGERANTE R22 EOS . .;KG
5006372;DETERGENTE DESINCRUSTANTE METAL JATO PLUS . .;PC
5006486;CONEXAO COTOVELO 6MMX 1/4 NYLON SILENCIADOR 1/8 U U;PC
5006005;CARREGADOR LG MICRO USB MCS-V02BS U U;1
5005593;HASTE P/ SERRA COPO 32 A 210MM U U;PC
5005698;LAMPADA HALOGENA 42W A55 220V U U;PC
5005701;FIO FLEXIVEL 02,5MM2 VERDE U U;MT
5005741;CONTATO AUX. 1NA P/ CONTATOR U U;PC
5006041;CABO INDUSFLEX 4,00MM2 VERDE - 450/750V U U;M
5006049;LAMPADA HIGH BAY LED UFO 200W 5000K U U;1
5006079;CONTATOR CWM18-10-30V26 220V U U;PC
5006245;JOELHO 10X12 . .;UN
5005798;CLIPS GAL P/ CABO ACO 1/8 U U;PC
5005827;CABO BICOLOR 2X1,00MM U U;MT
5006117;CONJUNTO EURO 60CM COMPLETO C CABO U U;UN
5006651;TUBO RED 1.1/4 (31,75) CH-1,25 . .;KG
5006652;TUBO RED 5/8 (15,87) CH-1,25 . .;KG
5006412;ADESIVO SILICONE ALTA TEMP U U;PC
5006413;MANGUEIRA PU 8MM - AZUL U U;M
5006510;CAIXA MONT MET SOB 400X300X200MM U U;PC
5006511;DISJUNTOR CX MOLD 3P 150A 42KA EM 220V U U;PC
5006418;FITA ESPUMA VEDACAO 25MMX10M U U;PC
5006390;MANGUEIRA LUMAFLEX - (H) 1'' U U;M
5006398;FITA ISOLANTE 20MX19MM U U;PC
5006458;CABO ADAPTADOR ANTENA . .;UN
5005450;FACA FIXA FLATSEAMER STRONG U U;M
5006171;FITA ISOLANTE PVC 10M AMARELO U U;UN
5005968;PA CONCHA QUADRADA C/C LONGO RETO U U;PC
5006402;HASTE PARA SERRA COPO DIAMANTADA 200MM U U;PC
5005787;ESTANHADOR 220V - 25 WATTS U U;PC
