SKU;DESCRIÇÃO;UNID.
5008043;PARAFUSO DA AGULHA - SR-07400543 = MJ-P5-43 U U;UN
5008138;APOIO DA MAQUINA - KX203 U U;PC
5008497;CHICOTE CHICOTE DO TIMAO EGU . .;PC
5008511;TUBO FERRO U U;KG
5008229;SUCO TRINK MANGA U U;UN
5008256;LUVA ESG SECUN 40MM U U;UN
5008267;ROLAMENTO 6201 ZZ C3 U U;UN
5008321;MATRIZ PARA ETIQUETA ROMANCE U U;UN
5006750;CABO PATCH CORD CAT6 CCA 25 CENTIMETROS U U;UN
5006956;NOBREAK DIO 12F SC UPC (AZUL) 1U FIBRACEM . .;UN
5006968;MASCARA ESCURECIMENTO AUTOMATICO TON 11 - 954 U U;PC
5007037;FITA DUPLA FACE 741 . .;RL
5007322;DISJUNTOR TRIPOLAR 50A U U;PC
5007707;FELTRO TENSOR 747 F/K ORIG U U;UN
5007904;ROLO DE CORTICA 1,22M X 6MM U U;RL
5008420;TAPA TRINCA MULTIMASSA 90G U U;KG
5007579;ROLAMENTO DE DIRECAO . .;UN
5008173;MALA DE VIAGEM DE BORDO;UN
5008201;PECAS SPIN2 7043 SEPARATOR . .;PC
5008213;MONITOR GAMER LG 27 FULL HD, IPS, HDMI U U;UN
5006886;TAMPA TAMPA PORCA CROMADA . .;UN
5007017;BOMBA BOMBA 24V BICO FINO . .;UN
5007022;ATLAS ESPATULA ACO REFORCADO 6,0CM U U;UN
5007466;ABRACADEIRA NYLON UV PRETA 151X3,7MM 100PC U U;PC
5007468;SUPORTE PARA MESA U U;UN
5008205;REGISTRO ALAVANCA 1/2 ROSC EXT U U;UN
5007088;BUCHA ALU P/ ELETRODU 1 U U;PC
5007210;CABO FLAT 205/225 LUX (LAN/USB) (3,2 METROS) . .;PC
5007243;SUPORTE REBAIXE BANCO MOTORISTA . .;UN
5007372;MATERIAL ELETRICO FITA SILVER TAPE TEK BOND 48MM X 5M . .;PC
5007538;INTERRUPTOR EMB 1T SIMP VERT 250V FOSF P/ CONDU U U;PC
5007388;SUPORTE SUPORTE P/FITA DE MESA BRW PEQUENO . .;UN
5008482;RODIZIO EA BRANCO - PLACA - FIXO - 4' 170KG U U;PC
5007686;BOTAO TENSOR 747F ORIG U U;UN
5007687;BOTAO TENSOR ORIG U U;UN
5007695;GUIA FIO GAL SIRUBA ORIG U U;UN
5007698;PARAFUSO SPORTE GUIA BT SIRUBA ORIG U U;UN
5007898;FACA SUPERIOR K7-44A U U;PC
5007901;PASTA THERMAL SILVER 50G POTE U U;UN
5006873;PAINEL LED POLIPROPILENO EMB QUAD 24W 6 U U;UN
5008372;PULSEIRA PULSEIRA DE EVENTO . .;PC
5008670;PARAFUSO (1/4-40X6) - SR 07400747 U U;PC
5008690;REMANEJO DE GESSO ACARTONADO U U;M2
5007292;BOTA DE BORRACHA CURTO U 40;PC
5007301;BOTA DE BORRACHA C/ POLAINA U 40;PC
5007164;LEITOR DE CODIGO DE BARRAS SC - 1092BT;UN
5007725;MANGUEIRA LUBRIFICACAO BRANCA ORIG U U;UN
5008755;BOTINA DE PROTEAO MOD ELASTICO S/ BIQUEIRA U 36;PC
5008757;BOTINA DE PROTEAO MOD ELASTICO S/ BIQUEIRA U 38;PC
5008776;CHAVE AJUSTAVEL 6 FOSFATIZADA U U;PC
5008777;SOQUETE SEXTAVADO 14MM ENC. 1/2 U U;UN
5007927;RALINHO JAPONES 3.1X2X1 1.2 U U;UN
5007083;AREIA FINA DE MINA - SACO 20KG U U;SC
5007084;AREIA MEDIA COMUM - SACO 20KG U U;UN
5006948;BANDEJA FIXA 19 X 250MM PRETA MAX 2752 U U;PC
5008586;TERMINAL COMPR P/ CABO 010YA10 U U;PC
5007524;SEGURANCA BULLET INTELBRAS VHL1220(EXTER CAMERA DE SEGUR . .;UN
5007436;ADESIVO PVC P/ CANO U U;UN
5007439;MASSA PRONTA ASSENTAMENTO REBOCO 20KG U U;UN
5008010;LAMPADA LED TUBULAR T8 40W 2,40M 6500K U U;UN
5008225;BITS ALLEN ENC 1/4 50MM U U;PC
5008487;FERRO DE SOLDAR 40W U U;UN
5006682;ETIQUETA BRANCA TALAO 100X70MM BRANCO U;UN
5007285;PRODUTO NCM 61103000 . .;PC
5007713;TRAVA TENSOR OVER/GAL/RETA ORIG U U;UN
5008428;CONTROLADOR DE ACESSO FACIAL SS 353 2 MF U U;UN
5008457;FIO PLASTICHUMBO 2X1MM2 U U;M
5006906;FILTRO SECADOR 350X1/2 ROSCA U U;PC
5006908;FILTRO SECADOR MOLECULAR FERRO EOS 210X3/8 U U;PC
5008609;PARAFUSO CAIXINHA DE LUZ 3,5X19 - 9/64 - 3/4 U U;UN
5006891;ROLAMENTO ROLAMENTO 6205 . .;PC
5006924;LUMINARIA PLAFON LED 24W QUADRADO EMBUTIR 6500K M U U;UN
5006925;EMENDA P/ TRILHO PRETO RETO U U;UN
5006749;MANGUEIRA EXTINTOR CO2 U U;UN
5008752;MANGUEIRA MAGUEIRA CHICOTE GROSSA . .;M
5008590;ARTICULACAO PARA TRAVA U U;UN
5008591;POLIA DE ALUMINIO Z1 80 U U;UN
5007186;BALCAO MAD GRAFITE CEDRO . .;PC
5007215;ROLAMENTO 6001 ZZ C3 NSK U U;PC
5007957;ABRACADEIRA MANG COMBUSTIVEL 14X16 U U;PC
5007960;PARAFUSO 5.8 SEXTAVADO 12X50 U U;PC
5008007;CANETA AZUL - TESTE . .;UN
5008009;CANETA TESTE . .;UN
5008130;BOBINA RETA LANCADEIRA PEQUENA ALUMINIO U U;PC
5008605;VALVULA ESFERA MINI ZINCADA 1/2 MACHO/FEMEA U U;PC
5006916;CILINDRO 12X76 INOX AMORT C/ EMBOLO U U;PC
5007060;FITA ADESIVA TRANSPARENTE HOT MELT 48MM X 50M . .;UN
5007103;JOGO DE CHAVE ALLEN ABAULADA 12 PCS U U;UN
5007830;PETRONAS HYDROCER 68 AW U U;UND
5008625;MANGUEIRA CRISTAL 1/8X2.2MM U U;MT
5008628;APLICADOR FILME STRECH . .;UN
5008667;OUTROS PROTEC AUTONIVELANTE 20 KG CINZA . .;UN
5008668;OUTROS PISO VINLICO ARQUITECH LUMIERE GLAMOUR . .;UN
5008215;ARARA DOIS NIVEIS LARGURA:1 METRO BRANCO U U;UN
5008610;BATERIA P APPLE A1713 U U;UN
5008647;ASSENTO CADEIRA EAMES PRETO U U;UN
5008653;TRIPE INOX GREIKA ILUMINACAO PROFISSIONAL 2,5M U U;UN
5008504;ELEMENTO SEPARADOR EXTERNO M39X139X301 SIMILAR U U;PC
5008506;CONTACTORA ALTA CARGA U U;PC
5007038;CANECA TERMICA INOX . .;UN
5007207;KIT REPARO SYCLLON AF6 U U;UN
5007685;BROCA WIDIA 12.00X310 SDS PLUS U U;PC
5008576;BOTINA DE PROTEAO MOD AMARRAR S/ BIQ U 39;PC
5008579;BOTINA DE PROTEAO MOD AMARRAR S/ BIQ U 42;PC
5008682;BUCHA PLAST S ANEL P TIJ FUR 10 (PCT 100) U U;PC
5007006;RESICOLOR ESM. PREM. BASE A/ BR ESCURA 0,8L U U;L
5007407;MARTELO PENA 200GR U U;PC
5007549;BLOCO 2200 LUMENS - LUXPRYME . .;UN
5007902;PIGMENTO SERIGRAFIA PRETO .;KG
5008197;FRENTE FALSA RACK SERVIDOR PADRAO 19 U U;UN
5008672;LATAO RED 19,05M U U;KG
5008697;SENSOR DE NIVEL U U;PC
5007222;TAPA TAPA FURO 18/19MM BRANCO . .;UN
5007367;MATERIAL ELETRICO INTERRUPTOR 2S 16A MODULARE 0038 FAME . .;UN
5006987;CAFE CAFE GRAO 3C 1KG U U;KG
5007159;SIRENE PIEZO SIR-115 BRANCA V4 U U;PC
5007824;TORNEIRA TENERIFE LAVAT CROM HERC U U;UN
5008661;DOBRADICA 101 FZL 2.1/2 ZINC 25025 U U;UN
5007751;LOOPER INF OVERLOCK SIRUBA K ORIG U U;UN
5007894;LAMPADA TUB LED T8 18W 6500K U U;UN
5008730;KIT CINTO SEGURANCA FIAT FIORINO 3 PONTOS U U;UN
5008736;CORREIA 3L 300 U U;PC
5008087;FACA CR336 U U;UN
5008789;LIMPA CONTATO LIMPA CONTATO TOY 100ML . .;PC
5008795;PORCA SX ACO BC MA 8 U U;UN
5007672;AGULHA P:ETIQ-[N4-P (CX C/5)] U U;UN
5007676;MINI RACK 5U 19 PRETO VENTILADO MAX U U;PC
5007788;CONTATOR IC 12 10/220V U U;UN
5008707;BANDEIRA PERSONALIZADA 1,50 X 0,90 M U U;UN
5008732;FILTRO DE OLEO HIDRAULICO U U;UN
5008742;ANEL TRAVA 50 KIPEL U U;PC
5006745;THINNER REDUTOR NORMAL . .;GL
5007913;CREMALHEIRA 0,50M ACO LIGHT U U;PC
5007377;MATERIAL ELETRICO PAINEL LED GLIGHT PVC QUAD. EMB. 24W . .;PC
5007657;DISJUNTOR DIN MONOF 32 A 6,0 KA U U;UN
5006692;MONITOR 24 PHILIPS LED 75HZ U U;UN
5006729;VALVULA SOL ENT AG 180G ROS 1 2P 220V U U;UN
5006740;TELHA TUBO ISOLANTE ELASTOMERICO 42MM UNICA .;PC
5009168;SSD PCIE CORSAIR MP600 MINI, 1TB U U;UN
5009621;ASPIRADOR DE PO VERTICAL 2 EM 1220V U U;UN
5009689;ARGAMASSA HIPERGRAUTE 25KG U U;SC
5009206;TAMPA EIXO S C/ GRAXEIRA . .;UN
5009613;ABRACADEIRA 38X51 9MM U U;PC
5009614;CONJUNTO HASTE SDS/MANDRIL 1/2 U U;PC
5009617;MOLA DE TRACAO 09 AZUL U U;PC
5009618;CONEXAO INSTANTANEA PU TEE BC U U;PC
5009544;REGISTRO O ESFERA SOLDAVEL 25MM S/UNIAO KRONA U U;UN
5009546;JOELHO SOLDAVEL 90X50 U U;PC
5008966;PARAFUSO FENDA CAB CH 5/16X2 U U;UN
5009005;TORNEIRA COZINHA B MOVEL ABS BALCAO U U;UN
5009263;MEMORIA DDR3 8GB 1600MHZ HAYOM U U;UN
5009409;MODULO JFL ETHERNET ME-05 U U;UN
5009653;ROLAMENTO BR2208-E = MD31K-E U U;UN
5009664;SUPORTE DO IMPELENTE U U;UN
5009620;PARAFUSO GALVANIZADO 2 SEXTAVADO BA 1/4-20X1/2 RI U U;PC
5009736;SIRENE AUDIOVISUAL 24V U U;PC
5009740;BOMBA INCENDIO U U;PC
5009749;CRUZETA RANHURADA 2.1/2 U U;PC
5009760;CONDUITE FLEX 3/4 U U;MT
5009793;SUPORTE DA BARRA U U;PC
5009870;ALIMENTACAO JANTAR U U;UN
5009844;GRADE PROTECAO P/ MICRO VENTILADOR U U;PC
5009846;CANALETA ABERTA U U;PC
5009085;TAMPA ALUMINIO CEGA P/CONDULETE S PINT S VED U U;UN
5009086;TAMPA ALUMINIO P/1 TOMADA RJ11/RJ45 U U;UN
5009183;NIVELADOR PISO 2MM 100PC U .;SC
5009997;EMBALAGEM PLASTICA PP 18X42X0,006 . .;KG
5010015;CORDAO HIDRAULICO U U;PC
5009093;ABRACADEIRA P MANGOTE 43X51 - 32MM U U;PC
5009950;BOTINA B/  ACO IDOL CA 40742-43 U U;PR
5009187;CANALETA PLASTICA 50X50 U U;PC
5010051;SUCO FRISCO SABOR UVA U U;UN
5009301;TELA IP INTERNA DS-KH6350-WTE1 U U;UN
5009972;TAMPAO DO RESERVATORIO U U;PC
5010036;LIMA REDONDA BASTARDA U U;PC
5009325;BROCA CONCRETO 8X160MM U U;UN
5010095;DISJUNTOR DIN 3P C32 U U;PC
5010129;FUTURA TINTA ACRI PREMIUM FSC PRETO ABSOLUTO U U;UN
5010155;CHAPA MDF 25MM U U;UN
5010158;FUSO ESPECIAL PARA MONTA CARGA FORA DO P FUSO ESPECIAL P . .;5
5010162;CABO CONVESOR VGA PARA HDMI COM AUDIO E VIDEO U U;UN
5009362;APARELHO DOBRAVEL GAL ABERTA C/ TENSOR U U;UN
5009484;HD SURVEILLANCE WD PURPLE 4TB U U;UN
5010190;CAIXA DE FILTRAGEM CF 100MM U U;PC
5010201;APARELHO PAPA BOLINHA U U;UN
5009414;SENSOR SENSOR PROXIMIDADE . .;PC
5009422;KIT BISCOITO AMANTEIGADO LEITE 1X2 U U;UN
5009423;KIT BISCOITO AMANTEIGADO GOTAS 1X2 U U;UN
5009429;PAQUIMETRO PAQUIMETRO DIGITAL 6POL 150MM U U;UN
5009444;RESERVATORIO FIBRA 20.000 LT U U;UN
5009446;PARAFUSO PHILIPS 3,5X16 U U;UN
5009447;PARAFUSO PHILIPS 3,5X40 U U;UN
5009327;CILINDRO CILINDRO MINI U U;UN
5010259;PASTELZINHO SIMPLES FRANGO U U;UN
5008851;MANGUEIRA LONADA GASOLINA 4,0MM U U;M
5008856;MANOMETRO VERTICAL 1/4 - 150PSI U U;PC
5008861;BUCHA ESPECIAL FISCHER UX 6 - NYLON U U;PC
5008869;APLICADOR P/ROSCA POSTICA N 2 - ROCAST - M6 - 1/4 U U;PC
5008870;BROCA AR DIN 338 8,30 MM U U;PC
5009231;PORTA DE VIDRO . .;M
5009342;PARAFUSO FIXER CAB FLANG U U;PC
5009191;SILICONE SILICONE SPRAY 300ML . .;UN
5009527;BALANCA PLATAFORMA PESAGEM U U;UN
5009047;GUIA FIO P/ MAQ COSTURA U U;UN
5009052;TENSOR COMPLETO VERDE U U;UN
5009055;ROLAMENTO RIGIDO DE ESFERAS PN 004528 U U;UN
5009130;CREME UP 89 WSIL SILICONADO EM UMA FACE . .;
5010138;LUMINARIA UFO LED HIGH BAY 400W 6500K U U;UN
5008994;SIFAO UNIVERSAL 110CM U U;UN
5009421;KIT BISCOITO AMANTEIGADO CHOCOLATE 1X2 U U;UN
5009249;JOGO DE MESAS REDONDA DE CANTO LATERAL RETRO U U;UN
5008943;CARRINHO AUXILIAR 2 PORTAS PRODUTOS LIMPEZA PANO U U;UN
5010177;GRAXA LUB CV-2 . .;UN
5008938;KIT 3 BANQUETAS ALTA DRINK NEW DE METAL U U;UN
5009277;PLACA DE VIDEO G 210 1GB DDR3 64 BITS U U;PC
5010255;QUADRO DISTRIBUICAO SOBREPOR PROTECTBOX U U;UN
5009171;PAVER CINZA U .;MT
5009474;PRODUTO NCM 62034300 . .;PC
5009092;CABO PANSIL NU 4MM 300 VRML U U;M
5009726;ADAPTADOR LATAO 2.1/2X2.1/2 ROSCA U U;PC
5009729;CHAVE 1 E 2 LATAO U U;PC
5009310;CURVA MXF GALVANIZADA 3 U U;UN
5009345;BROCA AR DIN 338 6,50MM U U;PC
5009348;BROCA AR DIN 338 6,80MM U U;PC
5009519;TINTA FUNDO OLEO BRANCO 3,6L U U;GL
5009164;OLEO OLEO HIDRAULICO . .;UN
5009210;CADEIRA PLASTICA DOLFIN C BRACOS COR BRANCO U U;UN
5009602;CAMERA DOME 2MP IR20 2.8MM HDCVI U U;UN
5009716;TAMPA PARA CONDULETE PVC CEGA U U;PC
5009869;RELE DE TEMPO JTE1 U U;UN
5008810;CABO FLEXIVEL 1,5MM VM U U;MT
5008818;TERMINAL TIPO ILHOS ISOLADO 2,50MM AZ TI-22-A U U;PC
5008827;TAMPA POLIWETZEL 1 MODULO BRANCO TPG-01 1/2-3/ U U;PC
5008833;MINI DISJUNTOR MONO 20A MDWP-C20-1 U U;PC
5009675;MASSA PLASTICA 400G BRANCO U U;UN
5009690;ROLAMENTO MF21K-A U U;PC
5009013;TRANSFORMADOR MONOFASICO COMANDO 220V U U;UN
5009016;PNEU 185/60 R15 U U;UN
5009626;ESPELHO PROVADOR 1.20X50 U U;UN
5008898;CADEIRA EXEC FIXA RODIZIOS, AP BRACO REGUL U U;UN
5009026;PARAFUSO ALLEN CABECA CILINDRICA MA 6X10 U U;PC
5009100;PARAFUSO SEXTAVADO FLANGEADO U U;PC
5009101;PAPEL DE JUNTA POLIAMIDA U U;PC
5009205;CONTROLE IPEC TX TOP U U;UN
5009862;RELE TERM MOTOR TRIFASICO U U;PC
5009477;BUCHA PLAST C/ ANEL P/ TIJOLO FUR 10 U U;PC
5009088;SAIDA LATERAL TIPO J GALVANIZADA ELETROLITICA U U;PC
5010043;CONJUNTO DE 2 QUADROS P/ ESTANTE E EXP CRE 90CM U U;PC
5010049;ESTRUTURA PRATELEIRA P/ CREMALHEI SIMPLES 60X30CM U U;PC
5010215;PNEU 235/75 R17 U U;UN
5009022;LUVA 32MM PPR AZ U U;PC
5009229;CABO SINTENAX U U;LT
5009480;LUMINARIA LUMINARIA SOBREPOR COMERCIAL BR P/2LED U U;PC
5009481;SUPORTE SUSP CURTO P/ PERFIL 38X38MM CH18 U U;PC
5009492;CARRETILHA ALUMINIO S/ CORTE U U;UN
5010114;TRIPE PROFISSIONAL 2M PREMIUM K&F AJUSTAVEL U U;UN
5010169;CONDULETE 6 ENTRADAS U U;PC
5009138;TINTA ELASTIC EMBORRACHADA SEMI ACETINADO PRAT U U;LT
5009572;ADAPTADOR SOLDAVEL ANEL VED CX CIL/RET 50X1.1/2 U U;UN
5009573;CURVA SOLDAVEL 90X40MM U U;UN
5009578;ADAPTADOR SOLDAVEL CT BOL/ROSC 40MMX1.1/4 U U;UN
5009857;KIT COMPL P/ CAIXA ACOPL C/ ACIONA SUP U U;UN
5010174;CEPO 430X430X50MM . .;UN
5009268;CARCACA TAMPA NOTEBOOK U U;UN
5009291;GANCHO LONGO P PERFILADO 38X38 U U;PC
5009292;TERMINAL COMPR. P CABO 120YA120 U U;PC
5009408;VENTILADOR 70CM PAREDE U U;UN
5009899;KIT MEDALHA OURO 55MM U U;UN
5009565;REGISTRO ESFERA SOLDAVEL 40MM S/UNIAO U U;UN
5009571;JOELHO SOLDAVEL 90X40MM U U;PC
5008933;UNIFORME ROMANCE . .;PC
5010147;KIT FITA DE ANCORAGEM C/ OLHAL U U;UN
5010148;MOSQUETAO DE ESCALADA U U;U
5008834;CONTATOR TRIP 25A INF 24VCA 50/60HZ U U;PC
5008835;CAIXA MONT MET SOB 400X400X200MM U U;PC
5009128;VARAO CAPOTA MARITIMA 1,5M UNIVERSAL U U;UN
5009466;PLASTISOL SILICONE INCOLOR .;KG
5009970;KIT 2 RADIO WALK TALK BF777S COMUNICADOR U U;UN
5008879;CARREGADOR CARREGADOR 65W LENOVO CS U U;UN
5008918;INTERRUPTOR 1TP + 1TOM 2P+T 10A PB 4X2 PL/BR U U;PC
5008921;LUMINARIA DE EMB S/ALETAS P/LAMPADAS LED 2X20W U U;PC
5008990;FITA CREPE 24MM U U;UN
5009125;CAP ESG.PRIM.100MM KRONA U U;UN
5009252;SUPORTE E PARA TV FIXO UNIVERSAL LED 28 A 100 PO U U;UN
5009117;KIT 2 AGUIA GAVIAO ESPANTALHO ESPANTA U U;UN
5009178;ROLAMENTO ROLAMENTO 6208 . .;UN
5009337;REGISTRO PVC ESFERA BORBOLETA SOLDAVEL 50MM U U;PC
5009396;HUB C3TECH USB-C/A 3.0 U U;UN
5008948;CANETA PERSONALIZADA . .;UN
5010067;ABRACADEIRA CONDULETE 1/2 U U;UN
5010069;LUVA COND 1/2 U U;UN
5009332;TUBO PVC SOLDAVEL 32MM U U;PC
5009333;JOELHO PVC 90G SOLDAVEL 32MM U U;PC
5010106;CONTROLE REMOTO PRETO XAC 8000 U U;UN
5008953;ETIQUETA TAMANHO . M/M;UN
5008958;ETIQUETA TAMANHO . XXL;UN
5009095;TRILHO ELETRIFICADO SOBREPOR ALUMINIO P/ SPOT U U;PC
5009097;PAINEL LED EMBUTIR 45W ALUMINIO QUADRADO U U;PC
5000029;AGULHA 134 ZZ 75/11 UNICA U;UN
5000036;ARRUELA PRESSAO UNICA U;UN
5000042;AGULHA AGULHA DBX1 - 75/11 UNICA U;UN
5000055;ACESSORIOS CARTELA DE AMOSTRA;UN
5000063;CONDULETE TIPO XPW 1 PVC PRETO;UN
5000071;CORREIA 3X383L MAQ CORTE UNICA U;UN
5000004;USO/COONSUMO TESOURA GRANDE UNICA U;UN
5000028;CABOS CORDOPLAST 5MM UNICA U;MT
5000045;CORRUGADO 540X355X159 UNICA U;UN
5000299;ABRACADEIRA TIPO D 1 CUNHA UNICA U;PC
5000129;EMENDA RETA UNICA U;PC
5000130;MANDRIL ROHM 2X20 UNICA U;PC
5000131;CONECTOR COAX COM ANEL UNICA U;PC
5000136;ADAPTADOR SDS PLUS 1/2 UNICA U;PC
5000138;ESPELHO CONDULETE 3 TECLAS UNICA U;PC
5000143;FIO FLEXIVEL 02,5MM UNICA U;MT
5000158;ESPELHO CONDULETE CEGO 1PVC UNICA U;PC
5000165;FITA PASSA FIO UNICA U;PC
5000168;ARGOLA DE ACO 38X4,9 UNICA U;PC
5000202;FONTE DE ALIMENTACAO 600W 1X12 WISECASE PAFT21524002 UNICA U;UN
5000278;ELETRODUTO GALVANIZADO 3/4 P 0.5 A 1.06 LEVE UNICA U;UN
5000304;BOMBA CENTRIFUGA MONO 1/3 CV UNICA U;PC
5000322;REGISTRO ESFERA VC 25MM UNICA U;PC
5000307;ABRACADEIRA TIPO D 3/4 CUNHA UNICA U;PC
5000479;GIZ REFIL AMARELO AMARELO U;UN
5000616;CANETA MARCA TEXTO ROSA .;UN
5000575;TESOURA TRAMONTINA SEM COR .;UN
5000576;CLIPS CLIPIS N2 SEM COR .;CX
5000653;BOBINA EMBALAGEM 2 KG 20X35 UNICA U;RL
5000656;CANETA 2 CORES LILAS/ROSA DUE COLOR UNICA U;UN
5000533;FOLHETO CATALAGO SEM COR .;UN
5000534;TAG TALAO 105X145MM BRANCO_ .;ML
5000402;ALICATE CORTE DIAGONAL 6.1/2 ROBUST UNICA U;PC
5000405;PARAFUSO FIXO 5X60MM UNICA U;PC
5000368;CLIPS CABO ACO 1/8 LEVE STARFER UNICA U;PC
5000456;LUMINARIA 2X110W AMPLA UNICA U;UN
5000923;CHAPA PP VERDE 25X380X530MM SEM COR .;UN
5001004;TUBO TUBO PPR AZUL 32MM UNICA U;UN
5001005;CURVA 90 PPR AZ 32MM UNICA U;UN
5000899;ACIONADOR SONORO AUDIO VISUAL UNICA U;UN
5000885;FITA DF ACETATO 500MMX30M SEM COR .;RL
5000895;ETIQUETA REVISORAS QUAL. SAPUCAIA 1/14 UNICA U;RL
5002098;MASCARA SEMIFACIAL DE USO NAO PROF. EM FIBRAS SINT/ARTIF.;UN
5001053;JALECO CRISDU BRANCO XG;UN
5001061;JALECO CRISDU BEGE XXG;UN
5001115;UNIAO RETA INSTANTANEA TUBO PU 4 X 4 UNICA U;UN
5001133;ETIQUETA REVISORAS QUALIDADE SAPU UNICA 03;UN
5002102;ESPONJA DE ACO U . .;PCT
5001140;ETIQUETA REVISORAS QUALIDADE SAPU UNICA 10;UN
5001036;LAMPADA 2 POLO (CARRO) . .;PC
5000883;ARRUELA BUJAO CARTER SEM COR .;PC
5000888;SOLVENTE;LT
5001001;PROLONG BRONZE 1/2 LONGO SEM COR .;PC
5001028;PARAFUSO CABECA CHATA 4,0X40 UNICA U;UN
5001212;CORRUGADO 435X280X205 UNICA U;UN
5001235;CEPO CHAPA 25X380X530 VERDE .;PC
5001170;PINCEL TRINCHA . .;UN
5001252;TAG FAVORITA 7,5 X 3,5 SEM COR .;UN
5001278;CHAVE COMBINADA 27 - ROBUST UNICA U;UN
5001283;CORREIA A 54 IMP UNICA U;UN
5001312;QUADRO EXTERNO METALICO BR 44 DISJ GER 100A UNICA U;PC
5001315;FITA METRICA UNICA U;UN
5001444;TECNYL MACICO 65MM UNICA U;MT
5001369;ESFERA 1/8 UNICA U;UN
5001336;ETIQUETA REVISORA IGREJINHA 1/14 UNICA 07;UN
5001341;ETIQUETA REVISORA IGREJINHA 1/14 UNICA 12;UN
5001382;GEL DESENGRAXANTE 400G UNICA U;UN
5001383;CHAVE CANHAO M13 UNICA U;UN
5001477;BICICLETA MASCULINA;UN
5001498;ADESIVO KISAFIX 4085 . .;BB
5001316;AGULHA DPX5 134 75/11;UN
5001547;TAG TALAO PEQUENO TOP BOJOS . .;ML
5001665;ABAFADOR SUPER MAX CA 41494;UN
5001682;EMBALAGEM RAFIA 60X100 CM;UN
5001591;BALDE PLASTICO .;UN
5001573;ALCOOL LIMPEZA 70% LIQUIDO;UN
5001577;GRAMPEADOR GERAL UNICA .;UN
5001696;GUIA DE CABO GC1UPT UNICA .;PC
5001610;ADESIVO POST IT UNICA .;UN
5001765;MATERIAIS DE LIMPEZA KIT;UN
5001847;FITA DUREX 12MMX40M . .;UN
5001853;FILTRO DE GASOLINA . .;PC
5001777;PORTEIRO INTELBRAS XPE 1001 PLUS UNICA .;PC
5001806;TEMPERO COMPLETO SEM PIMENTA;UN
5001735;ADAPTADOR UNIVERSAL UNICA .;PC
5001637;ESCOVA W 1 4 9 UNICA .;UN
5001639;CANO GALVANIZADO UNICA .;UN
5001697;CABOS PATCH CORD CAT5E 1,5 AM UNICA .;PC
5001565;LIQUIDO L5 . .;LT
5001681;ADESIVO PARA VASO SANITARIO UNICA .;CX
5001541;PASTA CATALOGO UNICA U;UN
5001689;UBIQUITI AP UNIFI UAP-AC-LITE-BR UNICA .;UN
5001759;LIXEIRA PLASTICA UNICA .;UN
5001760;LUVA LATEX UNICA .;UN
5001774;ALFINETE PARA MAPA COLORIDO UNICA .;UN
5001784;CARTOLINA MODELAGEM UNICA .;UN
5001714;R SILENCIADOR P/ SICAMA M100;UN
5001539;COMBUSTIVEL GASOLINA DIVERSAS .;LT
5002128;TONER HP 51645AL 42ML PRETO P/930P UNICA U;UN
5001812;AGULHA MAQUINA SACARIA - DPX17 200/25 R UNICA U;UN
5002181;BROXA U. . .;PC
5001923;GRAVADOR DIGITAL DE VIDEO 16 CANAIS 1080P LITE MULTI-HD . .;UN
5001927;AGENDA MATV 2020 UNICA . .;UN
5002188;MINI ARCO DE SERRA U . .;UN
5002199;TANQUE 20 L . .;UN
5002201;NIPEL C/ ROSCA . .;UN
5002057;BOMBA DE AGUA . .;UN
5002206;USO/CONSUMO CAIXA 240X160X120 CORREIO UNICA U;UN
5002242;USO/CONSUMO CABIDE CABIDE AC . .;UN
5002009;FONTE AUT AC/DC 12,8V 5A EF 1205 . . . .;UN
5002229;USO/CONSUMO CENTRAL ACTIVE 20 GPRS JFL CENTRAL ACTIVE 20 . .;UNI
5002232;SIRENE PIEZOELETRICA SIRENE . .;UN
5001966;USO/CONSUMO CABOS MULTICAMERAS 4P (P/USO CFTV) . .;CX
5002083;GIZ LIQUIDO U. . .;UN
5001917;CORRETIVO LIQUIDO UNICO . .;UN
5002244;SSD KINGSTON A400, 120 GB, SATA . .;UN
5002250;LAMPADA UNIDADE FUSORA HP M127 . .;UN
5002265;ALICATE TELEFONE RETO UNICA U;UN
5001881;RODO UNICO . .;UN
5001884;ESCOVAL OVAL UNICA . .;UN
5001833;CABOS DE VELAS . U;JG
5002247;SENSOR ATIVO IVA 7100 HEXA . .;UN
5001844;CORREIA R S5M 575 - MD30J;PC
5001918;GRAMPO 23/10 UNICO . .;UN
5001816;SENSOR IVA - IRA 260 DIGITAL JFL . .;UN
5001817;AGUA CLORADA 5 LITROS . .;UN
5001928;TECLADO PARA CENTRAIS XAT 4000 LCD . .;UN
5001870;ROTEADOR BROTHER PT80 . .;
5002146;TRANSFORMADOR 1500 VA BIVOLT PREMIUM . .;UN
5002044;. POLTRONA FUTURA 3700HPN PRETA . .;UN
-26186;SO/CONSUMO SENSOR C/FIO IRD640 . .;UN
5001824;SENSOR C/FIO IRD640 SENSOR C/FIO IRD640 . .;UN
5002604;PRENDEDOR DE PORTA;UN
5002605;KIT DE FERRAMENTAS WORKER;UN
5002414;BRINQUEDO VERDUM MAX CAR NA CAIXA . .;UN
5002424;LIMPA TELAS E LENTES TECBOX 60ML + FLANELAS 437 UNICA U;UNI
5002851;DISJUNTOR DIN 1P C20 3KA/400V E 5KA/230V ICN . .;PC
